date,year,property_value,zip_code,size_rank,housing_units,med_household_income,num_households,mortgage_rate,unemployment_rate
2001-04-30,2001,661329.1344,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2001-05-31,2001,672993.9796,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2001-06-30,2001,679813.9702,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2001-07-31,2001,686559.8085,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2001-08-31,2001,692503.8525,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2001-09-30,2001,697099.9127,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2001-10-31,2001,697071.4814,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2001-11-30,2001,696428.8638,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2001-12-31,2001,692735.1498,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2002-01-31,2002,686603.3856,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2002-02-28,2002,679337.1463,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2002-03-31,2002,673883.6659,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2002-04-30,2002,673284.3187,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2002-05-31,2002,674523.0409,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2002-06-30,2002,680229.1565,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2002-07-31,2002,688618.8862,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2002-08-31,2002,698323.8354,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2002-09-30,2002,706453.5711,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2002-10-31,2002,711125.6558,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2002-11-30,2002,715203.5226,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2002-12-31,2002,718521.3321,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2003-01-31,2003,721834.9953,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2003-02-28,2003,725732.4517,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2003-03-31,2003,730059.9876,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2003-04-30,2003,733856.4764,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2003-05-31,2003,733957.977,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2003-06-30,2003,732045.1802,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2003-07-31,2003,730940.76,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2003-08-31,2003,730650.2307,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2003-09-30,2003,730159.8649,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2003-10-31,2003,729540.357,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2003-11-30,2003,732626.0346,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2003-12-31,2003,738460.9991,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2004-01-31,2004,747032.7124,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2004-02-29,2004,754082.2486,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2004-03-31,2004,763473.0154,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2004-04-30,2004,772317.844,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2004-05-31,2004,783472.4881,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2004-06-30,2004,794112.511,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2004-07-31,2004,807595.3469,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2004-08-31,2004,821538.7714,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2004-09-30,2004,836460.6353,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2004-10-31,2004,848330.8731,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2004-11-30,2004,860179.0315,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2004-12-31,2004,872815.3014,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2005-01-31,2005,887002.0535,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2005-02-28,2005,901948.2244,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2005-03-31,2005,915945.1867,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2005-04-30,2005,930543.337,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2005-05-31,2005,944031.2807,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2005-06-30,2005,955957.464,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2005-07-31,2005,965546.4735,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2005-08-31,2005,975428.6946,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2005-09-30,2005,984465.1663,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2005-10-31,2005,993293.6303,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2005-11-30,2005,997882.9568,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2005-12-31,2005,1001631.637,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2006-01-31,2006,1004166.508,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2006-02-28,2006,1010159.629,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2006-03-31,2006,1016031.467,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2006-04-30,2006,1017280.583,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2006-05-31,2006,1014493.545,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2006-06-30,2006,1011978.714,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2006-07-31,2006,1014560.82,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2006-08-31,2006,1020173.232,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2006-09-30,2006,1022144.921,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2006-10-31,2006,1020522.562,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2006-11-30,2006,1016125.505,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2006-12-31,2006,1013094.282,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2007-01-31,2007,1016060.156,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2007-02-28,2007,1016112.664,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2007-03-31,2007,1017443.459,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2007-04-30,2007,1015830.765,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2007-05-31,2007,1013452.984,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2007-06-30,2007,1010035.657,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2007-07-31,2007,1009152.268,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2007-08-31,2007,1010580.405,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2007-09-30,2007,1011409.356,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2007-10-31,2007,1003094.112,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2007-11-30,2007,995069.915,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2007-12-31,2007,984250.1642,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2008-01-31,2008,984142.4219,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2008-02-29,2008,986523.4183,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2008-03-31,2008,990049.1448,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2008-04-30,2008,988015.2267,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2008-05-31,2008,984832.9089,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2008-06-30,2008,983441.4966,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2008-07-31,2008,982289.7257,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2008-08-31,2008,978673.4332,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2008-09-30,2008,969839.4261,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2008-10-31,2008,959034.0332,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2008-11-30,2008,945522.5953,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2008-12-31,2008,937145.0237,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2009-01-31,2009,917374.5231,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2009-02-28,2009,903210.4423,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2009-03-31,2009,889037.2914,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2009-04-30,2009,884146.3105,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2009-05-31,2009,876357.4553,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2009-06-30,2009,873728.5287,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2009-07-31,2009,870540.5088,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2009-08-31,2009,862200.6487,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2009-09-30,2009,850988.6719,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2009-10-31,2009,848205.2511,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2009-11-30,2009,857403.2288,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2009-12-31,2009,868857.6438,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2010-01-31,2010,882685.7317,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2010-02-28,2010,892126.8902,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2010-03-31,2010,899498.0649,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2010-04-30,2010,901309.5851,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2010-05-31,2010,906168.1037,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2010-06-30,2010,908419.193,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2010-07-31,2010,906510.1826,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2010-08-31,2010,898160.3284,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2010-09-30,2010,889187.1527,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2010-10-31,2010,882339.3462,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2010-11-30,2010,878953.4997,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2010-12-31,2010,875039.7179,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2011-01-31,2011,872548.9586,94539,780,16410,138578,15573,4.54,10.3
2011-02-28,2011,868584.162,94539,780,16410,138578,15573,4.54,10.3
2011-03-31,2011,865926.2083,94539,780,16410,138578,15573,4.54,10.3
2011-04-30,2011,861282.0218,94539,780,16410,138578,15573,4.54,10.3
2011-05-31,2011,855540.2577,94539,780,16410,138578,15573,4.54,10.3
2011-06-30,2011,848603.8912,94539,780,16410,138578,15573,4.54,10.3
2011-07-31,2011,848342.8229,94539,780,16410,138578,15573,4.54,10.3
2011-08-31,2011,848152.6193,94539,780,16410,138578,15573,4.54,10.3
2011-09-30,2011,851039.2663,94539,780,16410,138578,15573,4.54,10.3
2011-10-31,2011,849773.1377,94539,780,16410,138578,15573,4.54,10.3
2011-11-30,2011,849406.1231,94539,780,16410,138578,15573,4.54,10.3
2011-12-31,2011,849982.8638,94539,780,16410,138578,15573,4.54,10.3
2012-01-31,2012,849176.0327,94539,780,16378,141319,15602,3.69,8.8
2012-02-29,2012,847871.8931,94539,780,16378,141319,15602,3.69,8.8
2012-03-31,2012,842191.5513,94539,780,16378,141319,15602,3.69,8.8
2012-04-30,2012,837569.2492,94539,780,16378,141319,15602,3.69,8.8
2012-05-31,2012,837576.8294,94539,780,16378,141319,15602,3.69,8.8
2012-06-30,2012,841134.7269,94539,780,16378,141319,15602,3.69,8.8
2012-07-31,2012,843012.3704,94539,780,16378,141319,15602,3.69,8.8
2012-08-31,2012,847079.4425,94539,780,16378,141319,15602,3.69,8.8
2012-09-30,2012,853130.0878,94539,780,16378,141319,15602,3.69,8.8
2012-10-31,2012,865758.9685,94539,780,16378,141319,15602,3.69,8.8
2012-11-30,2012,878523.2576,94539,780,16378,141319,15602,3.69,8.8
2012-12-31,2012,890940.8796,94539,780,16378,141319,15602,3.69,8.8
2013-01-31,2013,901538.9829,94539,780,16524,143949,15860,3.85,7.3
2013-02-28,2013,911036.0352,94539,780,16524,143949,15860,3.85,7.3
2013-03-31,2013,921012.0004,94539,780,16524,143949,15860,3.85,7.3
2013-04-30,2013,933598.0888,94539,780,16524,143949,15860,3.85,7.3
2013-05-31,2013,951270.3443,94539,780,16524,143949,15860,3.85,7.3
2013-06-30,2013,970983.2428,94539,780,16524,143949,15860,3.85,7.3
2013-07-31,2013,983855.461,94539,780,16524,143949,15860,3.85,7.3
2013-08-31,2013,991580.9986,94539,780,16524,143949,15860,3.85,7.3
2013-09-30,2013,998708.028,94539,780,16524,143949,15860,3.85,7.3
2013-10-31,2013,1011987.266,94539,780,16524,143949,15860,3.85,7.3
2013-11-30,2013,1025497.596,94539,780,16524,143949,15860,3.85,7.3
2013-12-31,2013,1038821.303,94539,780,16524,143949,15860,3.85,7.3
2014-01-31,2014,1051126.794,94539,780,16524,144152,15974,4.04,5.9
2014-02-28,2014,1064688.324,94539,780,16524,144152,15974,4.04,5.9
2014-03-31,2014,1080601.053,94539,780,16524,144152,15974,4.04,5.9
2014-04-30,2014,1098670.299,94539,780,16524,144152,15974,4.04,5.9
2014-05-31,2014,1116397.023,94539,780,16524,144152,15974,4.04,5.9
2014-06-30,2014,1128459.296,94539,780,16524,144152,15974,4.04,5.9
2014-07-31,2014,1129698.66,94539,780,16524,144152,15974,4.04,5.9
2014-08-31,2014,1129321.833,94539,780,16524,144152,15974,4.04,5.9
2014-09-30,2014,1132433.505,94539,780,16524,144152,15974,4.04,5.9
2014-10-31,2014,1144836.903,94539,780,16524,144152,15974,4.04,5.9
2014-11-30,2014,1159563.642,94539,780,16524,144152,15974,4.04,5.9
2014-12-31,2014,1175460.143,94539,780,16524,144152,15974,4.04,5.9
2015-01-31,2015,1192236.881,94539,780,16643,145782,16225,3.8,4.8
2015-02-28,2015,1211175.316,94539,780,16643,145782,16225,3.8,4.8
2015-03-31,2015,1229574.944,94539,780,16643,145782,16225,3.8,4.8
2015-04-30,2015,1245044.205,94539,780,16643,145782,16225,3.8,4.8
2015-05-31,2015,1259863.217,94539,780,16643,145782,16225,3.8,4.8
2015-06-30,2015,1272896.621,94539,780,16643,145782,16225,3.8,4.8
2015-07-31,2015,1279682.758,94539,780,16643,145782,16225,3.8,4.8
2015-08-31,2015,1283937.276,94539,780,16643,145782,16225,3.8,4.8
2015-09-30,2015,1288278.026,94539,780,16643,145782,16225,3.8,4.8
2015-10-31,2015,1298762.443,94539,780,16643,145782,16225,3.8,4.8
2015-11-30,2015,1308032.73,94539,780,16643,145782,16225,3.8,4.8
2015-12-31,2015,1318580.026,94539,780,16643,145782,16225,3.8,4.8
2016-01-31,2016,1332971.749,94539,780,16697,152402,16121,3.63,4.3
2016-02-29,2016,1351234.611,94539,780,16697,152402,16121,3.63,4.3
2016-03-31,2016,1365153.921,94539,780,16697,152402,16121,3.63,4.3
2016-04-30,2016,1371888.279,94539,780,16697,152402,16121,3.63,4.3
2016-05-31,2016,1370097.463,94539,780,16697,152402,16121,3.63,4.3
2016-06-30,2016,1364905.902,94539,780,16697,152402,16121,3.63,4.3
2016-07-31,2016,1353772.986,94539,780,16697,152402,16121,3.63,4.3
2016-08-31,2016,1343971.703,94539,780,16697,152402,16121,3.63,4.3
2016-09-30,2016,1334002.061,94539,780,16697,152402,16121,3.63,4.3
2016-10-31,2016,1329698.214,94539,780,16697,152402,16121,3.63,4.3
2016-11-30,2016,1327747.085,94539,780,16697,152402,16121,3.63,4.3
2016-12-31,2016,1333067.615,94539,780,16697,152402,16121,3.63,4.3
2017-01-31,2017,1344323.038,94539,780,16794,160542,16274,3.94,3.7
2017-02-28,2017,1357070.737,94539,780,16794,160542,16274,3.94,3.7
2017-03-31,2017,1367452.54,94539,780,16794,160542,16274,3.94,3.7
2017-04-30,2017,1377202.308,94539,780,16794,160542,16274,3.94,3.7
2017-05-31,2017,1384795.976,94539,780,16794,160542,16274,3.94,3.7
2017-06-30,2017,1391828.839,94539,780,16794,160542,16274,3.94,3.7
2017-07-31,2017,1392231.043,94539,780,16794,160542,16274,3.94,3.7
2017-08-31,2017,1393766.821,94539,780,16794,160542,16274,3.94,3.7
2017-09-30,2017,1397596.862,94539,780,16794,160542,16274,3.94,3.7
2017-10-31,2017,1408670.169,94539,780,16794,160542,16274,3.94,3.7
2017-11-30,2017,1421674.896,94539,780,16794,160542,16274,3.94,3.7
2017-12-31,2017,1439345.361,94539,780,16794,160542,16274,3.94,3.7
2018-01-31,2018,1460676.483,94539,780,16849,170358,16317,4.38,3.1
2018-02-28,2018,1483289.725,94539,780,16849,170358,16317,4.38,3.1
2018-03-31,2018,1504797.699,94539,780,16849,170358,16317,4.38,3.1
2018-04-30,2018,1525423.159,94539,780,16849,170358,16317,4.38,3.1
2018-05-31,2018,1546689.83,94539,780,16849,170358,16317,4.38,3.1
2018-06-30,2018,1565489.47,94539,780,16849,170358,16317,4.38,3.1
2018-07-31,2018,1571966.121,94539,780,16849,170358,16317,4.38,3.1
2018-08-31,2018,1576665.357,94539,780,16849,170358,16317,4.38,3.1
2018-09-30,2018,1577190.774,94539,780,16849,170358,16317,4.38,3.1
2018-10-31,2018,1582168.982,94539,780,16849,170358,16317,4.38,3.1
2018-11-30,2018,1582053.715,94539,780,16849,170358,16317,4.38,3.1
2018-12-31,2018,1578640.612,94539,780,16849,170358,16317,4.38,3.1
2019-01-31,2019,1571968.625,94539,780,17485,177836,16822,3.94,3
2019-02-28,2019,1559680.05,94539,780,17485,177836,16822,3.94,3
2019-03-31,2019,1543692.792,94539,780,17485,177836,16822,3.94,3
2019-04-30,2019,1531722.277,94539,780,17485,177836,16822,3.94,3
2019-05-31,2019,1523134.893,94539,780,17485,177836,16822,3.94,3
2019-06-30,2019,1519511.321,94539,780,17485,177836,16822,3.94,3
2019-07-31,2019,1510925.976,94539,780,17485,177836,16822,3.94,3
2019-08-31,2019,1505073.642,94539,780,17485,177836,16822,3.94,3
2019-09-30,2019,1500793.82,94539,780,17485,177836,16822,3.94,3
2019-10-31,2019,1499661.784,94539,780,17485,177836,16822,3.94,3
2019-11-30,2019,1499410.266,94539,780,17485,177836,16822,3.94,3
2019-12-31,2019,1498334.845,94539,780,17485,177836,16822,3.94,3
2020-01-31,2020,1498819.336,94539,780,17178,188596,16458,3.1,8.9
2020-02-29,2020,1501497.346,94539,780,17178,188596,16458,3.1,8.9
2020-03-31,2020,1505398.809,94539,780,17178,188596,16458,3.1,8.9
2020-04-30,2020,1507763.031,94539,780,17178,188596,16458,3.1,8.9
2020-05-31,2020,1498903.171,94539,780,17178,188596,16458,3.1,8.9
2020-06-30,2020,1485313.503,94539,780,17178,188596,16458,3.1,8.9
2020-07-31,2020,1475996.843,94539,780,17178,188596,16458,3.1,8.9
2020-08-31,2020,1479977.557,94539,780,17178,188596,16458,3.1,8.9
2020-09-30,2020,1495183.915,94539,780,17178,188596,16458,3.1,8.9
2020-10-31,2020,1513727.594,94539,780,17178,188596,16458,3.1,8.9
2020-11-30,2020,1536261.163,94539,780,17178,188596,16458,3.1,8.9
2020-12-31,2020,1558754.403,94539,780,17178,188596,16458,3.1,8.9
2021-01-31,2021,1581547.427,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2021-02-28,2021,1603309.817,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2021-03-31,2021,1628279.087,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2021-04-30,2021,1661466.213,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2021-05-31,2021,1701496.771,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2021-06-30,2021,1742920.306,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2021-07-31,2021,1775446.378,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2021-08-31,2021,1793329.984,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2021-09-30,2021,1802829.294,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2021-10-31,2021,1815422.25,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2021-11-30,2021,1838293.357,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2021-12-31,2021,1874167.75,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2022-01-31,2022,1929838.513,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2022-02-28,2022,2006608.074,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2022-03-31,2022,2093077.05,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2022-04-30,2022,2160495.427,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2022-05-31,2022,2195072.001,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2022-06-30,2022,2193192.359,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2022-07-31,2022,2159487.692,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2022-08-31,2022,2102231.346,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2022-09-30,2022,2035719.151,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2022-10-31,2022,1984027.164,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2022-11-30,2022,1951057.615,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2022-12-31,2022,1932114.786,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2023-01-31,2023,1909189.597,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2023-02-28,2023,1887057.931,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2023-03-31,2023,1870306.973,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2023-04-30,2023,1870579.58,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2023-05-31,2023,1881728.595,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2023-06-30,2023,1901037.063,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2023-07-31,2023,1924329.053,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2023-08-31,2023,1950942.258,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2023-09-30,2023,1979886.679,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2023-10-31,2023,2006608.914,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2023-11-30,2023,2025456.332,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2023-12-31,2023,2031668.982,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2024-01-31,2024,2029418.576,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2024-02-29,2024,2030871.488,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2024-03-31,2024,2053163.508,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2024-04-30,2024,2093722.752,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2024-05-31,2024,2140803.101,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2024-06-30,2024,2170875.391,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2024-07-31,2024,2189463.55,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2024-08-31,2024,2197250.076,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2024-09-30,2024,2207170.712,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2024-10-31,2024,2218081.492,94539,780,#N/A,#N/A,#N/A,#N/A,#N/A
2000-01-31,2000,268768.0136,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2000-02-29,2000,269580.1844,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2000-03-31,2000,271367.4171,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2000-04-30,2000,278119.424,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2000-05-31,2000,288154.6965,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2000-06-30,2000,297329.7988,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2000-07-31,2000,304817.6906,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2000-08-31,2000,310225.9603,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2000-09-30,2000,317170.5569,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2000-10-31,2000,323294.8759,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2000-11-30,2000,329484.5136,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2000-12-31,2000,335391.637,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2001-01-31,2001,339243.1447,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2001-02-28,2001,342628.2398,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2001-03-31,2001,347687.9026,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2001-04-30,2001,355138.9136,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2001-05-31,2001,362662.6057,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2001-06-30,2001,368091.7656,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2001-07-31,2001,372181.4061,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2001-08-31,2001,375454.8674,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2001-09-30,2001,378042.327,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2001-10-31,2001,379372.731,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2001-11-30,2001,380409.0579,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2001-12-31,2001,379350.7625,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2002-01-31,2002,376861.9346,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2002-02-28,2002,373928.1142,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2002-03-31,2002,371819.5772,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2002-04-30,2002,372045.834,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2002-05-31,2002,372774.9469,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2002-06-30,2002,375602.4135,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2002-07-31,2002,378647.6888,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2002-08-31,2002,382814.4563,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2002-09-30,2002,386628.438,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2002-10-31,2002,389972.7791,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2002-11-30,2002,392864.5369,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2002-12-31,2002,395292.5348,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2003-01-31,2003,397613.2141,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2003-02-28,2003,400172.682,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2003-03-31,2003,402887.0812,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2003-04-30,2003,405747.5893,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
2003-05-31,2003,407003.3003,94560,1085,#N/A,#N/A,#N/A,#N/A,#N/A
